name,price,original_price,sale_price,currency,sku,in_stock,image_url,description,url
Toner Canon 703 LBP 2900   (703) (7616A005),8300,9400,8300,L,,true,https://eurooffice.al/wp-content/uploads/2018/09/703.jpg,"Prodhuesi: Canon Modeli: Toner Canon 703 LBP 2900 Toner Canon per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 2,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-canon-703-lbp-2900/
OKI 460,9800,10800,9800,L,,true,https://eurooffice.al/wp-content/uploads/2018/01/oki.jpg,"Prodhuesi: Oki Kodi Produktit: 43979103 Toner Oki per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner qe mund te printoj ne total 3,500 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/oki-460/
Toner Canon 719   (3480B002) (3480B012) (719H),15600,17500,15600,L,,true,https://eurooffice.al/wp-content/uploads/2018/09/719.jpg,"Modeli: Toner Canon 719 Toner Canon per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 2,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-canon-719/
"Toner Canon IR 1018, IR 1022 C-EXV18  (0386B002)",6500,7500,6500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/cexv18xbg.jpg,"Prodhuesi: Canon Modeli: Toner Canon IR 1018, IR 1022 C-EXV18 (0386B002) Toner Canon per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 2,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-canon-ir-1018-ir-1022-c-exv18-0386b002/
Toner Canon 712   1870B002) (712),0,0,,L,,true,https://eurooffice.al/wp-content/uploads/2018/09/712.jpg,"Prodhuesi: Canon Modeli: Toner Canon 712 Toner Canon per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 2,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-canon-712/
Toner fotokopje Minolta  TN-116,5500,6000,5500,L,,true,https://eurooffice.al/wp-content/uploads/2018/01/TN-116.jpg,"Prodhuesi: Minolta Modeli: Toner fotokopje Minolta TN-116 Toner Minolta per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/minolta-116/
Toner fotokopje Minolta TN-118,6000,7000,6000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/tn118.jpeg,"Prodhuesi: Minolta Modeli: Toner fotokopje Minolta TN-118 Toner Minolta per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-fotokopje-minolta-tn-118/
BOJE HP 78D C6578D COLOR,12500,14000,12500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/78.jpg,BOJE HP 78D C6578D COLOR,https://eurooffice.al/product/boje-hp-78d-c6578d-color/
"Toner HP Laser Jet W1360A, black HP 136a  M208 ,M236",8000,9500,8000,L,,true,https://eurooffice.al/wp-content/uploads/2025/05/w1360a-toner-33196103794852.jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ Q6001A Cian,https://eurooffice.al/product/toner-hp-laser-jet-w1360a-black-hp-136a-m208-m236/
"Toner HP Laser Jet W1500A, MFP M141a,M111a Printer",8500,9500,8500,L,,true,https://eurooffice.al/wp-content/uploads/2025/05/W1500A.jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ Q6001A Cian,https://eurooffice.al/product/toner-hp-laser-jet-w1500a-mfp-m141am111a-printer/
"Toner HP Laser Jet W2210A, HP 207A Black Original",10500,11500,10500,L,,true,https://eurooffice.al/wp-content/uploads/2024/10/207A..jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ Q6001A Cian,https://eurooffice.al/product/toner-hp-laser-jet-w2210a-hp-207a-black-original/
Toner HP LJ  Black CF350A  130A,10400,12000,10400,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/HPCF350A.jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ Black CF350A 130A,https://eurooffice.al/product/toner-hp-lj-magenta-cf35a-130a-2/
Toner HP LJ  Black CF380A  312A,15000,16500,15000,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/1413904867_1086422.jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ Black CF380A 312A,https://eurooffice.al/product/toner-hp-lj-black-cf380a-312a/
Toner HP LJ  CE505A,12500,13800,12500,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/05-A.jpeg,Prodhuesi: HP Kodi Produktit: Toner HP LJ CE505A,https://eurooffice.al/product/toner-hp-lj-ce505a/
Toner HP LJ  CF217A,11500,13000,11500,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/CF217A-3-PACK.png,"Prodhuesi: HP Kodi Produktit:Toner HP LJ CF217A Toner HP per Printera Laser me ngjyre te zeze. Toner HP No. 83A eshte perfekt per printerin tuaj. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Mund te printohen ne total rreth 1,500 faqe. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-hp-lj-cf217a/
"Toner kompatibel RICOH  Type 2220D  AFICIO 1022, AFICIO 1027, AFICIO 1032, AFICIO 2022, AFICIO 2027, AFICIO 2032, AFICIO 3025, AFICIO 3030, AFICIO MP 2352, AFICIO MP 2510, AFICIO MP 2550, AFICIO MP 2851, AFICIO MP 2852, AFICIO MP 3010, AFICIO MP 3350, AFICIO MP 3351, AFICIO MP 3352, MP 2553, MP 3353",2200,3000,2200,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/2220-C-R.jpg,"Toner kompatibel RICOH Type 2220D AFICIO 1022, AFICIO 1027, AFICIO 1032, AFICIO 2022, AFICIO 2027, AFICIO 2032, AFICIO 3025, AFICIO 3030, AFICIO MP 2352, AFICIO MP 2510, AFICIO MP 2550, AFICIO MP 2851, AFICIO MP 2852, AFICIO MP 3010, AFICIO MP 3350, AFICIO MP 3351, AFICIO MP 3352, MP 2553, MP 3353",https://eurooffice.al/product/toner-kompatibel-ricoh-type-2220d-aficio-1022-aficio-1027-aficio-1032-aficio-2022-aficio-2027-aficio-2032-aficio-3025-aficio-3030-aficio-mp-2352-aficio-mp-2510-aficio-mp-2550-aficio-mp-28/
Toner HP LJ  CF280A,16500,17000,16500,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/HP-80A.jpeg,Prodhuesi: HP Kodi Produktit: Toner HP LJ CF280A,https://eurooffice.al/product/toner-hp-lj-cf280a/
"Toner kompatibel RICOH  Type 6210D  AFICIO 1060, AFICIO 1075, AFICIO 2051, AFICIO 2060, AFICIO 2075, AFICIO MP 5500, AFICIO MP 6000, AFICIO MP 6500, AFICIO MP 7000, AFICIO MP 7500, AFICIO MP 8000, MP 9003SP",4000,5500,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/6210.jpg,"Toner kompatibel RICOH Type 6210D AFICIO 1060, AFICIO 1075, AFICIO 2051, AFICIO 2060, AFICIO 2075, AFICIO MP 5500, AFICIO MP 6000, AFICIO MP 6500, AFICIO MP 7000, AFICIO MP 7500, AFICIO MP 8000, MP 9003SP",https://eurooffice.al/product/toner-kompatibel-ricoh-type-6210d-aficio-1060-aficio-1075-aficio-2051-aficio-2060-aficio-2075-aficio-mp-5500-aficio-mp-6000-aficio-mp-6500-aficio-mp-7000-aficio-mp-7500-aficio-mp-8000-mp/
Toner HP LJ  CF285A,11000,12500,11000,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/ce285a_2.jpg,"Prodhuesi: HP Kodi Produktit: CF285A Toner HP per Printera Laser me ngjyre te zeze. Toner HP No. 83A eshte perfekt per printerin tuaj. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Mund te printohen ne total rreth 1,500 faqe. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-hp-lj-cf285a/
"Toner kompatibel RICOH  Type MP301E  AFICIO MP 301SP, AFICIO MP 301SPF",2500,3500,2500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/R-MP-301.jpg,"Toner kompatibel RICOH Type MP301E AFICIO MP 301SP, AFICIO MP 301SPF",https://eurooffice.al/product/toner-kompatibel-ricoh-type-mp301e-aficio-mp-301sp-aficio-mp-301spf/
Toner HP LJ  CF283A,11500,13000,11500,L,,true,https://eurooffice.al/wp-content/uploads/2018/01/hp-toner-cf283a.jpg,"Prodhuesi: HP Kodi Produktit: CF283A Toner HP per Printera Laser me ngjyre te zeze. Toner HP No. 83A eshte perfekt per printerin tuaj. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Mund te printohen ne total rreth 1,500 faqe. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/hp-toner-cf283a/
"Toner kompatibel RICOH Aficio SP330, (3.5k)  408278",3800,5000,3800,L,,true,https://eurooffice.al/wp-content/uploads/2025/04/Ricoh-sp-330.jpg,"Toner kompatibel RICOH Type 1270D AFICIO 1515, AFICIO 1515F, AFICIO 1515MF, AFICIO 1515PS, AFICIO MP 161, AFICIO MP 161L, AFICIO MP 161LN, AFICIO MP 171, AFICIO MP 171F, AFICIO MP 171SPF, AFICIO MP 201",https://eurooffice.al/product/toner-kompatibel-ricoh-aficio-sp330-3-5k-408278/
Toner HP LJ  cian CF351A  130A,10500,11500,10500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/351A.jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ cian CF 351A 130A,https://eurooffice.al/product/toner-hp-lj-cian-cf-351a-130a/
"Toner kompatibel RICOH Type 1230D AFICIO 2000LN, AFICIO 2015, AFICIO 2016, AFICIO 2018, AFICIO 2018D, AFICIO 2020, AFICIO 2020D, AFICIO MP 1500, AFICIO MP 1600L, AFICIO MP 2000LN",2000,3000,2000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/R-1230.png,"Toner kompatibel RICOH Type Type 1230D AFICIO 2000LN, AFICIO 2015, AFICIO 2016, AFICIO 2018, AFICIO 2018D, AFICIO 2020, AFICIO 2020D, AFICIO MP 1500, AFICIO MP 1600L, AFICIO MP 2000LN",https://eurooffice.al/product/toner-kompatibel-ricoh-type-type-1230d-aficio-2000ln-aficio-2015-aficio-2016-aficio-2018-aficio-2018d-aficio-2020-aficio-2020d-aficio-mp-1500-aficio-mp-1600l-aficio-mp-2000ln/
"Toner HP LJ  Color Black CE320A,  (128A)",11000,12000,11000,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/CE320A.jpg,"Prodhuesi: HP Kodi Produktit:Toner HP LJ Color Black CE320A, (128A)",https://eurooffice.al/product/toner-hp-lj-color-black-ce320a-128a/
"Toner HP LJ  Color magenta CE323A,  (128A)",12000,12800,12000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/85278.jpg,"Prodhuesi: HP Kodi Produktit:Toner HP LJ Color magenta CE323A, (128A)",https://eurooffice.al/product/toner-hp-lj-color-magenta-ce323a-128a/
"Toner HP LJ  Color Cian CE321A,",12000,13200,12000,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/CE-321A.jpg,"Prodhuesi: HP Kodi Produktit:Toner HP LJ Color Cian CE321A, (128A)",https://eurooffice.al/product/toner-hp-lj-color-cian-ce321a/
"Toner HP LJ  Color yellow CE322A,  (128A)",12000,13500,12000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/CE322A.jpg,"Prodhuesi: HP Kodi Produktit:Toner HP LJ Color yellow CE322A, (128A)",https://eurooffice.al/product/toner-hp-lj-color-yellow-ce322a-128a/
Toner HP LJ  Magenta CF353A  130A,10400,11000,10400,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/CF353A.jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ Magenta CF353A 130A,https://eurooffice.al/product/toner-hp-lj-magenta-cf35a-130a/
Toner HP LJ  Q2612A,10000,12300,10000,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/12-1.jpg,Prodhuesi: HP Kodi Produktit: Toner HP LJ Q2612A,https://eurooffice.al/product/toner-hp-lj-q2612a/
"Toner HP LJ CE410A  BLACK (305A) HP:COLOR LASERJET PRO M375NW, COLOR LASERJET PRO M451DN, COLOR LASERJET PRO M475DN, LASERJET PRO 300 M351A, LASERJET PRO 400 M451DN, LASERJET PRO 400 M451NW, LASERJET PRO MFP M475DW",13000,14500,13000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/CE-410-A.jpg,"Toner HP LJ CE410A BLACK HP:COLOR LASERJET PRO M375NW, COLOR LASERJET PRO M451DN, COLOR LASERJET PRO M475DN, LASERJET PRO 300 M351A, LASERJET PRO 400 M451DN, LASERJET PRO 400 M451NW, LASERJET PRO MFP M475DW",https://eurooffice.al/product/toner-hp-lj-ce410a-black-305a-hpcolor-laserjet-pro-m375nw-color-laserjet-pro-m451dn-color-laserjet-pro-m475dn-laserjet-pro-300-m351a-laserjet-pro-400-m451dn-laserjet-pro-400-m451nw-laserjet/
Toner HP LJ  Yellow CF352A  130A,10400,11000,10400,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/HPCF352A.jpg,Prodhuesi: HP Kodi Produktit:Toner HP LJ Yellow CF352A 130A,https://eurooffice.al/product/toner-hp-lj-yellow-cf352a-130a/
"Toner HP LJ CE411A  CIAN (305A) HP:COLOR LASERJET PRO M375NW, COLOR LASERJET PRO M451DN, COLOR LASERJET PRO M475DN, LASERJET PRO 300 M351A, LASERJET PRO 400 M451DN, LASERJET PRO 400 M451NW, LASERJET PRO MFP M475DW",18500,19800,18500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/CE-411E.jpg,"Toner HP LJ CE411A CIAN (305A) HP:COLOR LASERJET PRO M375NW, COLOR LASERJET PRO M451DN, COLOR LASERJET PRO M475DN, LASERJET PRO 300 M351A, LASERJET PRO 400 M451DN, LASERJET PRO 400 M451NW, LASERJET PRO MFP M475DW",https://eurooffice.al/product/toner-hp-lj-ce411a-cian-305a-hpcolor-laserjet-pro-m375nw-color-laserjet-pro-m451dn-color-laserjet-pro-m475dn-laserjet-pro-300-m351a-laserjet-pro-400-m451dn-laserjet-pro-400-m451nw-laserjet-p/
"Toner kompatibel SAMSUNG  ML-1610D  ML-1610, ML-2010, ML-2510, ML-2570, ML-2571, ML-2571N, SCX-4321, SCX-4521F",4000,5000,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/1610.jpg,"Toner kompatibel SAMSUNG ML-1610D ML-1610, ML-2010, ML-2510, ML-2570, ML-2571, ML-2571N, SCX-4321, SCX-4521F",https://eurooffice.al/product/toner-kompatibel-samsung-ml-1610d-ml-1610-ml-2010-ml-2510-ml-2570-ml-2571-ml-2571n-scx-4321-scx-4521f/
"Toner kompatibel SAMSUNG  MLT-D101S  ML-2160, ML-2165, ML-2165W, SCX-3400, SCX-3400F, SCX-3405, SCX-3405F, SCX-3405FW, SF-760, SF-760P, SF-765P",4500,5500,4500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/718ccd1ks2L._SL1281_.jpg,"Toner kompatibel SAMSUNG MLT-D101S ML-2160, ML-2165, ML-2165W, SCX-3400, SCX-3400F, SCX-3405, SCX-3405F, SCX-3405FW, SF-760, SF-760P, SF-765P",https://eurooffice.al/product/toner-kompatibel-samsung-mlt-d101s-ml-2160-ml-2165-ml-2165w-scx-3400-scx-3400f-scx-3405-scx-3405f-scx-3405fw-sf-760-sf-760p-sf-765p/
"Toner kompatibel SAMSUNG  MLT-D1052L  ML-1910, ML-1915, ML-2525, ML-2525W, ML-2540, ML-2540R, ML-2545, ML-2580N, SCX-4600, SCX-4623F, SCX-4623FN, SF-650, SF-650P",4500,5500,4500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/1052.jpg,"Toner kompatibel SAMSUNG MLT-D1052L ML-1910, ML-1915, ML-2525, ML-2525W, ML-2540, ML-2540R, ML-2545, ML-2580N, SCX-4600, SCX-4623F, SCX-4623FN, SF-650, SF-650P",https://eurooffice.al/product/toner-kompatibel-samsung-mlt-d1052l-ml-1910-ml-1915-ml-2525-ml-2525w-ml-2540-ml-2540r-ml-2545-ml-2580n-scx-4600-scx-4623f-scx-4623fn-sf-650-sf-650p/
"Toner kompatibel SAMSUNG  MLT-D1042S  ML-1660, ML-1665, ML-1670, ML-1860, ML-1865, ML-1865W, SCX-3200, SCX-3205, SCX-3205W",3500,4500,3500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/1042.jpg,"Toner kompatibel SAMSUNG MLT-D1042S ML-1660, ML-1665, ML-1670, ML-1860, ML-1865, ML-1865W, SCX-3200, SCX-3205, SCX-3205W",https://eurooffice.al/product/toner-kompatibel-samsung-mlt-d1042s-ml-1660-ml-1665-ml-1670-ml-1860-ml-1865-ml-1865w-scx-3200-scx-3205-scx-3205w/
"Toner kompatibel SAMSUNG  MLT-D1082S    ML-2240, ML-1640",4000,5000,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/1640.jpg,"Toner kompatibel SAMSUNG MLT-D1082S ML-1610D ML-2240, ML-1640",https://eurooffice.al/product/toner-kompatibel-samsung-mlt-d1082s-ml-1610d-ml-2240-ml-1640/
"Toner kompatibel SAMSUNG  MLT-D111L  SL-M2022, SL-M2022W, SL-M2026, SL-M2070, SL-M2070F, SL-M2070FW, XPRESS M2020, XPRESS M2020W, XPRESS M2022, XPRESS M2070, XPRESS M2078W",3500,4000,3500,L,,false,https://eurooffice.al/wp-content/uploads/2020/06/4604345.jpg,"Toner kompatibel SAMSUNG MLT-D111L SL-M2022, SL-M2022W, SL-M2026, SL-M2070, SL-M2070F, SL-M2070FW, XPRESS M2020, XPRESS M2020W, XPRESS M2022, XPRESS M2070, XPRESS M2078W",https://eurooffice.al/product/toner-kompatibel-samsung-mlt-d111l-sl-m2022-sl-m2022w-sl-m2026-sl-m2070-sl-m2070f-sl-m2070fw-xpress-m2020-xpress-m2020w-xpress-m2022-xpress-m2070-xpress-m2078w/
Toner kompatibel SAMSUNG  MLT-D1092S  SCX-4300,4500,5500,4500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/4300.jpg,Toner kompatibel SAMSUNG MLT-D1092S SCX-4300,https://eurooffice.al/product/toner-kompatibel-samsung-mlt-d1092s-scx-4300/
"Toner kompatibel XEROX PHASER 3020, WORKCENTRE 3025",3000,3800,3000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/modeli.jpg,"Toner kompatibel XEROX PHASER 3020, WORKCENTRE 3025",https://eurooffice.al/product/toner-kompatibel-xerox-phaser-3020-workcentre-3025/
"Toner kompatibel SAMSUNG  MLT-D116L  SL-M2675FN, SL-M2825DW, SL-M2875FD, SL-M2875FW, SL-M2875ND, XPRESS M2625, XPRESS M2625D, XPRESS M2675F, XPRESS M2675FN, XPRESS M2825DW, XPRESS M2825ND, XPRESS M2835DW, XPRESS M2855FW, XPRESS M2875FD, XPRESS M2875FW, XPRESS M2885FW",3500,4500,3500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/116-sams.jpg,"Toner kompatibel SAMSUNG MLT-D116L SL-M2675FN, SL-M2825DW, SL-M2875FD, SL-M2875FW, SL-M2875ND, XPRESS M2625, XPRESS M2625D, XPRESS M2675F, XPRESS M2675FN, XPRESS M2825DW, XPRESS M2825ND, XPRESS M2835DW, XPRESS M2855FW, XPRESS M2875FD, XPRESS M2875FW, XPRESS M2885FW",https://eurooffice.al/product/toner-kompatibel-samsung-mlt-d116l-sl-m2675fn-sl-m2825dw-sl-m2875fd-sl-m2875fw-sl-m2875nd-xpress-m2625-xpress-m2625d-xpress-m2675f-xpress-m2675fn-xpress-m2825dw-xpress-m2825nd-xpress-m283/
"Toner kompatibel XEROX PHASER 3052, PHASER 3260, WORKCENTRE 3215, WORKCENTRE 3225  106R02778",3500,4500,3500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/modeli.jpg,"Toner kompatibel XEROX PHASER 3052, PHASER 3260, WORKCENTRE 3215, WORKCENTRE 3225 106R02778",https://eurooffice.al/product/toner-kompatibel-xerox-phaser-3052-phaser-3260-workcentre-3215-workcentre-3225-106r02778/
"Toner KYOCERA – MITA:ECOSYS M3040DN, ECOSYS M3540DN, FS-2100DN, FS-4200DN  TK-3100",13500,15000,13500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/Kyocera_TK3100_Black_Toner-.jpg,"Prodhuesi:kIOCERA Modeli:Toner KYOCERA – MITA:ECOSYS M3040DN, ECOSYS M3540DN, FS-2100DN, FS-4200DN TK-3100 Toner Toshiba per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 24,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-kyocera-mitaecosys-m3040dn-ecosys-m3540dn-fs-2100dn-fs-4200dn-tk-3100/
"Toner KYOCERA – MITA:ECOSYS M2035DN, ECOSYS M2535DN, FS-1035MFP, FS-1135MFP  TK-1140",11500,12800,11500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/TK-1140.jpg,"Prodhuesi: Modeli:Toner KYOCERA – MITA:ECOSYS M2035DN, ECOSYS M2535DN, FS-1035MFP, FS-1135MFP TK-1140 Toner Toshiba per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 24,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-kyocera-mitaecosys-m2035dn-ecosys-m2535dn-fs-1035mfp-fs-1135mfp-tk-1140/
"Toner KYOCERA – MITA:ECOSYS M3550idn, ECOSYS M3560idn, FS-4200DN, FS-4300DN  TK-3130",17500,19000,17500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/3130.jpg,"Prodhuesi:kIOCERA Modeli:Toner KYOCERA – MITA:ECOSYS M3550idn, ECOSYS M3560idn, FS-4200DN, FS-4300DN TK-3130 Toner Toshiba per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 24,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-kyocera-mitaecosys-m3550idn-ecosys-m3560idn-fs-4200dn-fs-4300dn-tk-3130/
"Toner KYOCERA – MITA:ECOSYS M6035CIDN, ECOSYS M6535CIDN, ECOSYS P6035CDN TK 5150C  CIAN",26000,28500,26000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/tk_5150_cian.jpg,"Prodhuesi: Modeli:Toner KYOCERA – MITA:ECOSYS M6035CIDN, ECOSYS M6535CIDN, ECOSYS P6035CDN TK 5150C CIAN Toner Toshiba per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 24,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-kyocera-mitaecosys-m6035cidn-ecosys-m6535cidn-ecosys-p6035cdn-tk-5150c-cian/
